CEP	descricao	complemento	descricao_bairro
72603304	Quadra 115 Conjunto 3		Recanto das Emas
72603305	Quadra 115 Conjunto 3-A		Recanto das Emas
72603306	Quadra 115 Conjunto 4		Recanto das Emas
72603307	Quadra 115 Conjunto 5		Recanto das Emas
72603308	Quadra 115 Conjunto 6		Recanto das Emas
72603309	Quadra 115 Conjunto 7		Recanto das Emas
72603310	Quadra 115 Conjunto 7-A		Recanto das Emas
72603311	Quadra 115 Conjunto 7-B		Recanto das Emas
72603312	Quadra 115 Conjunto 7-C		Recanto das Emas
72603313	Quadra 115 Conjunto 8		Recanto das Emas
72603314	Quadra 115 Conjunto 9		Recanto das Emas
72603315	Quadra 115 Conjunto 10		Recanto das Emas
72603316	Quadra 115 Conjunto 11		Recanto das Emas
72603317	Quadra 115 Conjunto 12		Recanto das Emas
72603318	Quadra 115 Área Especial		Recanto das Emas
72603319	Quadra 115 Comércio Local S/N		Recanto das Emas
72603320	Quadra 115 Área Especial 1		Recanto das Emas
72603321	Quadra 115 Área Especial 2		Recanto das Emas
72603400	Quadra 116		Recanto das Emas
72603401	Quadra 116 Conjunto 1		Recanto das Emas
72603402	Quadra 116 Conjunto 2		Recanto das Emas
72603403	Quadra 116 Conjunto 3		Recanto das Emas
72603404	Quadra 116 Conjunto 4		Recanto das Emas
72603405	Quadra 116 Conjunto 4-A		Recanto das Emas
72603406	Quadra 116 Conjunto 5		Recanto das Emas
72603407	Quadra 116 Conjunto 5-A		Recanto das Emas
72603408	Quadra 116 Conjunto 6		Recanto das Emas
72603409	Quadra 116 Conjunto 6-A		Recanto das Emas
72603410	Quadra 116 Conjunto 7		Recanto das Emas
72603411	Quadra 116 Conjunto 8		Recanto das Emas
72603412	Quadra 116 Conjunto 9		Recanto das Emas
72603413	Quadra 116 Conjunto 10		Recanto das Emas
72603414	Quadra 116 Conjunto 11		Recanto das Emas
72603415	Quadra 116 Conjunto 12		Recanto das Emas
72603416	Quadra 116 Área Especial		Recanto das Emas
72603417	Quadra 116 Comércio Local s/n		Recanto das Emas
72603418	Quadra 116 Área Especial 1		Recanto das Emas
72603419	Quadra 116 Área Especial 2		Recanto das Emas
72603620	Quadra 114 Comércio Local s/n		Recanto das Emas
72610000	ADE 200		Recanto das Emas
72610001	ADE 200 Conjunto 1		Recanto das Emas
72610002	ADE 200 Conjunto 2		Recanto das Emas
72610003	ADE 200 Conjunto 3		Recanto das Emas
72610004	ADE 200 Conjunto 4		Recanto das Emas
72610005	ADE 200 Conjunto 5		Recanto das Emas
72610006	ADE 200 Área Especial 1		Recanto das Emas
72610100	Quadra 201		Recanto das Emas
72610101	Quadra 201 Conjunto 1		Recanto das Emas
72610102	Quadra 201 Conjunto 2		Recanto das Emas
72610103	Quadra 201 Conjunto 3		Recanto das Emas
72610104	Quadra 201 Conjunto 4		Recanto das Emas
72610105	Quadra 201 Conjunto 5		Recanto das Emas
72610106	Quadra 201 Conjunto 6		Recanto das Emas
72610107	Quadra 201 Conjunto 7		Recanto das Emas
72610108	Quadra 201 Conjunto 8		Recanto das Emas
72610109	Quadra 201 Conjunto 9		Recanto das Emas
72610110	Quadra 201 Conjunto 10		Recanto das Emas
72610111	Quadra 201 Conjunto 11		Recanto das Emas
72610112	Quadra 201 Conjunto 12		Recanto das Emas
72610113	Quadra 201 Conjunto 13		Recanto das Emas
72610114	Quadra 201 Conjunto 14		Recanto das Emas
72610115	Quadra 201 Conjunto 15		Recanto das Emas
72610116	Quadra 201 Conjunto 16		Recanto das Emas
72610117	Quadra 201 Conjunto 17		Recanto das Emas
72610118	Avenida Buritís Quadra 201		Recanto das Emas
72610120	Quadra 201 Área Especial 1		Recanto das Emas
72610125	Avenida Recanto das Emas Quadra 201		Recanto das Emas
72610200	Quadra 202		Recanto das Emas
72610201	Quadra 202 Conjunto 1		Recanto das Emas
72610202	Quadra 202 Conjunto 2		Recanto das Emas
72610203	Quadra 202 Conjunto 3		Recanto das Emas
72610204	Quadra 202 Conjunto 4		Recanto das Emas
72610205	Quadra 202 Conjunto 5		Recanto das Emas
72610206	Quadra 202 Conjunto 6		Recanto das Emas
72610207	Quadra 202 Conjunto 7		Recanto das Emas
72610208	Quadra 202 Conjunto 8		Recanto das Emas
72610209	Quadra 202 Conjunto 9		Recanto das Emas
72610210	Quadra 202 Conjunto 10		Recanto das Emas
72610211	Quadra 202 Conjunto 11		Recanto das Emas
72610212	Quadra 202 Conjunto 12		Recanto das Emas
72610213	Quadra 202 Conjunto 13		Recanto das Emas
72610214	Quadra 202 Conjunto 14		Recanto das Emas
72610215	Quadra 202 Conjunto 15		Recanto das Emas
72610216	Quadra 202 Conjunto 16		Recanto das Emas
72610217	Quadra 202 Conjunto 17		Recanto das Emas
72610218	Quadra 202 Conjunto 18		Recanto das Emas
72610219	Quadra 202 Conjunto 19		Recanto das Emas
72610220	Quadra 202 Conjunto 20		Recanto das Emas
72610221	Quadra 202 Conjunto 21		Recanto das Emas
72610222	Avenida Buritís Quadra 202		Recanto das Emas
72610223	Quadra 202 Área Especial 1		Recanto das Emas
72610300	Quadra 203		Recanto das Emas
72610301	Quadra 203 Conjunto 1		Recanto das Emas
72610302	Quadra 203 Conjunto 2		Recanto das Emas
72610303	Quadra 203 Conjunto 3		Recanto das Emas
72610304	Quadra 203 Conjunto 4		Recanto das Emas
72610305	Quadra 203 Conjunto 5		Recanto das Emas
72610306	Quadra 203 Conjunto 6		Recanto das Emas
72610307	Quadra 203 Conjunto 7		Recanto das Emas
72610308	Quadra 203 Conjunto 8		Recanto das Emas
72610309	Quadra 203 Conjunto 9		Recanto das Emas
72610310	Quadra 203 Conjunto 10		Recanto das Emas
72610311	Quadra 203 Conjunto 11		Recanto das Emas
72610312	Quadra 203 Conjunto 12		Recanto das Emas
72610313	Quadra 203 Conjunto 13		Recanto das Emas
72610314	Quadra 203 Conjunto 14		Recanto das Emas
72610315	Quadra 203 Conjunto 15		Recanto das Emas
72610316	Quadra 203 Conjunto 16		Recanto das Emas
72610317	Quadra 203 Conjunto 17		Recanto das Emas
72610318	Quadra 203 Conjunto 18		Recanto das Emas
72610319	Quadra 203 Conjunto 19		Recanto das Emas
72610320	Avenida Buritís Quadra 203		Recanto das Emas
72610321	Avenida Recanto Quadra 203		Recanto das Emas
72610350	Avenida Vargem da Bênção		Recanto das Emas
72610400	Quadra 204		Recanto das Emas
72610401	Quadra 204 Conjunto 1		Recanto das Emas
72610402	Quadra 204 Conjunto 2		Recanto das Emas
72610403	Quadra 204 Conjunto 3		Recanto das Emas
72610404	Quadra 204 Conjunto 4		Recanto das Emas
72610405	Quadra 204 Conjunto 5		Recanto das Emas
72610406	Quadra 204 Conjunto 6		Recanto das Emas
72610407	Quadra 204 Conjunto 7		Recanto das Emas
72610408	Quadra 204 Conjunto 8		Recanto das Emas
72610409	Quadra 204 Conjunto 9		Recanto das Emas
72610410	Quadra 204 Conjunto 10		Recanto das Emas
72610411	Quadra 204 Conjunto 11		Recanto das Emas
72610412	Quadra 204 Conjunto 12		Recanto das Emas
72610413	Quadra 204 Conjunto 13		Recanto das Emas
72610414	Quadra 204 Conjunto 14		Recanto das Emas
72610415	Quadra 204 Conjunto 15		Recanto das Emas
72610416	Quadra 204 Conjunto 16		Recanto das Emas
72610417	Quadra 204 Conjunto 17		Recanto das Emas
72610418	Quadra 204 Conjunto 18		Recanto das Emas
72610419	Quadra 204 Conjunto 19		Recanto das Emas
72610420	Quadra 204 Conjunto 20		Recanto das Emas
72610421	Quadra 204 Conjunto 21		Recanto das Emas
72610422	Quadra 204 Conjunto 22		Recanto das Emas
72610423	Quadra 204 Conjunto 23		Recanto das Emas
72610428	Avenida Buritís Quadra 204		Recanto das Emas
72610429	Avenida Eucalipto Quadra 204 Comércio Local s/n		Recanto das Emas
72610450	Avenida Eucalipto Quadra 204		Recanto das Emas
72610451	Avenida Eucalipto Quadra 204 Conjunto 1		Recanto das Emas
72610453	Avenida Eucalipto Quadra 204 Conjunto 3		Recanto das Emas
72610455	Avenida Eucalipto Quadra 204 Conjunto 5		Recanto das Emas
72610457	Avenida Eucalipto Quadra 204 Conjunto 7		Recanto das Emas
72610500	Quadra 205		Recanto das Emas
72610501	Quadra 205 Conjunto 1		Recanto das Emas
72610502	Quadra 205 Conjunto 2		Recanto das Emas
72610503	Quadra 205 Conjunto 3		Recanto das Emas
72610504	Quadra 205 Conjunto 4		Recanto das Emas
72610505	Quadra 205 Conjunto 5		Recanto das Emas
72610506	Quadra 205 Conjunto 6		Recanto das Emas
72610507	Quadra 205 Conjunto 7		Recanto das Emas
72610508	Quadra 205 Conjunto 8		Recanto das Emas
72610509	Quadra 205 Conjunto 9		Recanto das Emas
72610510	Quadra 205 Conjunto 10		Recanto das Emas
72610511	Quadra 205 Conjunto 11		Recanto das Emas
72610512	Quadra 205 Conjunto 12		Recanto das Emas
72610513	Quadra 205 Conjunto 13		Recanto das Emas
72610514	Quadra 205 Conjunto 14		Recanto das Emas
72610515	Quadra 205 Conjunto 15		Recanto das Emas
72610516	Quadra 205 Conjunto 16		Recanto das Emas
72610517	Quadra 205 Conjunto 17		Recanto das Emas
72610518	Quadra 205 Conjunto 18		Recanto das Emas
72610519	Quadra 205 Conjunto 19		Recanto das Emas
72610520	Quadra 205 Conjunto 20		Recanto das Emas
72610521	Quadra 205 Conjunto 21		Recanto das Emas
72610522	Quadra 205 Conjunto 22		Recanto das Emas
72610523	Quadra 205 Conjunto 23		Recanto das Emas
72610526	Quadra 205 Área Especial 5		Recanto das Emas
72610530	Quadra 205 Conjunto 9	Avenida Eucaliptos	Recanto das Emas
72610532	Quadra 205 Conjunto 11	Avenida Eucaliptos	Recanto das Emas
72610535	Avenida Recanto Quadra 205		Recanto das Emas
72610550	Avenida Eucalipto Quadra 205		Recanto das Emas
72610559	Avenida Eucalipto Quadra 205 Conjunto 9		Recanto das Emas
72610561	Avenida Eucalipto Quadra 205 Conjunto 11		Recanto das Emas
72610600	Quadra 206		Recanto das Emas
72610601	Quadra 206 Conjunto 1		Recanto das Emas
72610602	Quadra 206 Conjunto 2		Recanto das Emas
72610603	Quadra 206 Conjunto 3		Recanto das Emas
72610604	Quadra 206 Conjunto 4		Recanto das Emas
72610605	Quadra 206 Conjunto 5		Recanto das Emas
72610606	Quadra 206 Conjunto 6		Recanto das Emas
72610607	Quadra 206 Conjunto 7		Recanto das Emas
72610608	Quadra 206 Conjunto 8		Recanto das Emas
72610609	Quadra 206 Conjunto 9		Recanto das Emas
72610610	Quadra 206 Conjunto 10		Recanto das Emas
72610611	Quadra 206 Conjunto 11		Recanto das Emas
72610612	Quadra 206 Conjunto 12		Recanto das Emas
72610613	Quadra 206 Conjunto 13		Recanto das Emas
72610614	Quadra 206 Conjunto 14		Recanto das Emas
72610615	Quadra 206 Conjunto 15		Recanto das Emas
72610616	Quadra 206 Conjunto 16		Recanto das Emas
72610617	Quadra 206 Conjunto 17		Recanto das Emas
72610618	Quadra 206 Conjunto 18		Recanto das Emas
72610619	Quadra 206 Conjunto 19		Recanto das Emas
72610620	Quadra 206 Conjunto 20		Recanto das Emas
72610621	Quadra 206 Conjunto 21		Recanto das Emas
72610622	Quadra 206 Conjunto 22		Recanto das Emas
72610623	Quadra 206 Conjunto 23		Recanto das Emas
72610626	Avenida Recanto Quadra 206		Recanto das Emas
72610627	Quadra 206 Área Especial 1		Recanto das Emas
72610628	Quadra 206 Área Especial 2		Recanto das Emas
72610629	Quadra 206 Área Especial s/n		Recanto das Emas
72610650	Avenida Eucalipto Quadra 206		Recanto das Emas
72610663	Avenida Eucalipto Quadra 206 Conjunto 13		Recanto das Emas
72610665	Avenida Eucalipto Quadra 206 Conjunto 15		Recanto das Emas
72610670	Quadra 2 Conjunto 1	(Centro Urbano)	Recanto das Emas
72610970	Quadra 203 Lote 14 Loja 1		Recanto das Emas
72620100	Quadra 300		Recanto das Emas
72620101	Quadra 300 Conjunto 1		Recanto das Emas
72620102	Quadra 300 Conjunto 2		Recanto das Emas
72620103	Quadra 300 Conjunto 3		Recanto das Emas
72620104	Quadra 300 Conjunto 4		Recanto das Emas
72620105	Quadra 300 Conjunto 5		Recanto das Emas
72620106	Quadra 300 Conjunto 6		Recanto das Emas
72620107	Quadra 300 Conjunto 7		Recanto das Emas
72620108	Quadra 300 Conjunto 8		Recanto das Emas
72620109	Quadra 300 Conjunto 9		Recanto das Emas
72620110	Quadra 300 Conjunto 10		Recanto das Emas
72620111	Quadra 300 Conjunto 11		Recanto das Emas
72620112	Quadra 300 Conjunto 12		Recanto das Emas
72620113	Quadra 300 Conjunto 13		Recanto das Emas
72620114	Quadra 300 Conjunto 14		Recanto das Emas
72620115	Quadra 300 Conjunto 15		Recanto das Emas
72620116	Quadra 300 Conjunto 16		Recanto das Emas
72620117	Quadra 300 Conjunto 17		Recanto das Emas
72620118	Quadra 300 Conjunto 17-A		Recanto das Emas
72620119	Quadra 300 Conjunto 18		Recanto das Emas
72620120	Quadra 300 Conjunto 19		Recanto das Emas
72620121	Quadra 300 Conjunto 20		Recanto das Emas
72620122	Quadra 300 Conjunto 21		Recanto das Emas
72620123	Quadra 300 Conjunto 22		Recanto das Emas
72620124	Quadra 300 Conjunto 23		Recanto das Emas
72620125	Quadra 300 Conjunto 24		Recanto das Emas
72620126	Quadra 300 Conjunto 25		Recanto das Emas
72620127	Quadra 300 Conjunto 26		Recanto das Emas
72620128	Quadra 300 Conjunto 27		Recanto das Emas
72620129	Quadra 300 Conjunto 28		Recanto das Emas
72620130	Quadra 300 Conjunto 29		Recanto das Emas
72620131	Quadra 300 Conjunto 30		Recanto das Emas
72620132	Quadra 300 Conjunto 31		Recanto das Emas
72620133	Quadra 300 Conjunto 32		Recanto das Emas
72620134	Quadra 300 Conjunto 33		Recanto das Emas
72620135	Quadra 300 Conjunto 34		Recanto das Emas
72620136	Quadra 300 Conjunto 35		Recanto das Emas
72620137	Quadra 300 Conjunto 36		Recanto das Emas
72620138	Quadra 300 Conjunto 37		Recanto das Emas
72620139	Quadra 300 Conjunto 38		Recanto das Emas
72620140	Quadra 300 Conjunto 39		Recanto das Emas
72620141	Quadra 300 Conjunto 40		Recanto das Emas
72620142	Quadra 300 Conjunto 41		Recanto das Emas
72620143	Quadra 300 Conjunto 42		Recanto das Emas
72620144	Quadra 300 Conjunto 43		Recanto das Emas
72620145	Quadra 300 Conjunto 44		Recanto das Emas
72620146	Quadra 300 Conjunto 45		Recanto das Emas
72620147	Quadra 300 Conjunto 46		Recanto das Emas
72620148	Quadra 300 Conjunto 47		Recanto das Emas
72620149	Quadra 300 Conjunto 48		Recanto das Emas
72620150	Quadra 300 Conjunto 49		Recanto das Emas
72620151	Quadra 300 Conjunto 50		Recanto das Emas
72620152	Quadra 300 Conjunto 51		Recanto das Emas
72620153	Quadra 300 Conjunto 52		Recanto das Emas
72620154	Quadra 300 Conjunto 53		Recanto das Emas
72620155	Quadra 300 Conjunto 54		Recanto das Emas
72620156	Quadra 300 Conjunto 55		Recanto das Emas
72620157	Quadra 300 Conjunto 56		Recanto das Emas
72620158	Quadra 300 Conjunto 57		Recanto das Emas
72620159	Avenida Recanto Quadra 300		Recanto das Emas
72620160	Avenida Eucalipto Quadra 300		Recanto das Emas
72620161	Quadra 300 Conjunto 42-A		Recanto das Emas
72620162	Avenida Eucalipto Quadra 300 Comércio Local s/n		Recanto das Emas
72620200	Quadra 301		Recanto das Emas
72620201	Quadra 301 Conjunto 1		Recanto das Emas
72620202	Quadra 301 Conjunto 2		Recanto das Emas
72620203	Quadra 301 Conjunto 3		Recanto das Emas
72620204	Quadra 301 Conjunto 4		Recanto das Emas
72620205	Quadra 301 Conjunto 5		Recanto das Emas
72620206	Quadra 301 Conjunto 6		Recanto das Emas
72620207	Quadra 301 Conjunto 7		Recanto das Emas
72620208	Quadra 301 Conjunto 8		Recanto das Emas
72620209	Quadra 301 Conjunto 9		Recanto das Emas
72620210	Quadra 301 Conjunto 10		Recanto das Emas
72620211	Quadra 301 Conjunto 11		Recanto das Emas
72620212	Quadra 301 Conjunto 12		Recanto das Emas
72620213	Quadra 301 Comércio Local s/n		Recanto das Emas
72620214	Quadra 301 Área Especial 1		Recanto das Emas
72620215	Quadra 301 Área Especial 2		Recanto das Emas
72620300	Quadra 302		Recanto das Emas
72620301	Quadra 302 Conjunto 1		Recanto das Emas
72620302	Quadra 302 Conjunto 2		Recanto das Emas
72620303	Quadra 302 Conjunto 3		Recanto das Emas
72620304	Quadra 302 Conjunto 4		Recanto das Emas
72620305	Quadra 302 Conjunto 5		Recanto das Emas
72620306	Quadra 302 Conjunto 6		Recanto das Emas
72620307	Quadra 302 Conjunto 7		Recanto das Emas
72620308	Quadra 302 Conjunto 8		Recanto das Emas
72620309	Quadra 302 Conjunto 9		Recanto das Emas
72620310	Quadra 302 Conjunto 10		Recanto das Emas
72620311	Quadra 302 Conjunto 11		Recanto das Emas
72620312	Quadra 302 Conjunto 12		Recanto das Emas
72620313	Quadra 302 Conjunto 13		Recanto das Emas
72620314	Quadra 302 Conjunto 14		Recanto das Emas
72620315	Quadra 302 Comércio Local s/n		Recanto das Emas
72620316	Quadra 302 Área Especial 1		Recanto das Emas
72620317	Quadra 302 Área Especial 2		Recanto das Emas
72620318	Quadra 302 Área Especial 5		Recanto das Emas
72620319	Quadra 302 Área Especial 6		Recanto das Emas
72620400	Quadra 303		Recanto das Emas
72620401	Quadra 303 Conjunto 1		Recanto das Emas
72620402	Quadra 303 Conjunto 2		Recanto das Emas
72620403	Quadra 303 Conjunto 3		Recanto das Emas
72620404	Quadra 303 Conjunto 4		Recanto das Emas
72620405	Quadra 303 Conjunto 5		Recanto das Emas
72620406	Quadra 303 Conjunto 6		Recanto das Emas
72620407	Quadra 303 Conjunto 7		Recanto das Emas
72620408	Quadra 303 Conjunto 8		Recanto das Emas
72620409	Quadra 303 Conjunto 9		Recanto das Emas
72620410	Quadra 303 Conjunto 10		Recanto das Emas
72620411	Quadra 303 Conjunto 11		Recanto das Emas
72620412	Quadra 303 Área Especial 1		Recanto das Emas
72621100	Quadra 304		Recanto das Emas
72621101	Quadra 304 Conjunto 1		Recanto das Emas
72621102	Quadra 304 Conjunto 2		Recanto das Emas
72621103	Quadra 304 Conjunto 3		Recanto das Emas
72621104	Quadra 304 Conjunto 4		Recanto das Emas
72621105	Quadra 304 Conjunto 5		Recanto das Emas
72621106	Quadra 304 Conjunto 6		Recanto das Emas
72621107	Quadra 304 Conjunto 7		Recanto das Emas
72621108	Quadra 304 Conjunto 8		Recanto das Emas
72621109	Quadra 304 Conjunto 9		Recanto das Emas
72621110	Quadra 304 Conjunto 10		Recanto das Emas
72621111	Quadra 304 Conjunto 11		Recanto das Emas
72621112	Quadra 304 Conjunto 12		Recanto das Emas
72621113	Quadra 304 Conjunto 13		Recanto das Emas
72621114	Quadra 304 Conjunto 14		Recanto das Emas
72621115	Quadra 304 Conjunto 14-A		Recanto das Emas
72621116	Quadra 304 Área Especial 18º CPMIND		Recanto das Emas
72621117	Quadra 304 Área Especial 15		Recanto das Emas
72621118	Quadra 304 Área Especial 1		Recanto das Emas
72621119	Quadra 304 Comércio Local s/n		Recanto das Emas
72621200	Quadra 305		Recanto das Emas
72621201	Quadra 305 Conjunto 1		Recanto das Emas
72621202	Quadra 305 Conjunto 1-A		Recanto das Emas
72621203	Quadra 305 Conjunto 2		Recanto das Emas
72621204	Quadra 305 Conjunto 2-A		Recanto das Emas
72621205	Quadra 305 Conjunto 3		Recanto das Emas
72621206	Quadra 305 Conjunto 4		Recanto das Emas
72621207	Quadra 305 Conjunto 5		Recanto das Emas
72621208	Quadra 305 Conjunto 5-A		Recanto das Emas
72621209	Quadra 305 Conjunto 6		Recanto das Emas
72621210	Quadra 305 Conjunto 7		Recanto das Emas
72621211	Quadra 305 Conjunto 7-A		Recanto das Emas
72621212	Quadra 305 Conjunto 7-B		Recanto das Emas
72621213	Quadra 305 Conjunto 8		Recanto das Emas
72621214	Quadra 305 Conjunto 8-A		Recanto das Emas
72621215	Quadra 305 Conjunto 8-B		Recanto das Emas
72621216	Quadra 305 Conjunto 9		Recanto das Emas
72621217	Quadra 305 Área Especial s/n		Recanto das Emas
72621218	Avenida Recanto Quadra 305		Recanto das Emas
72621219	Quadra 305 Área Especial 2		Recanto das Emas
72621300	Quadra 306		Recanto das Emas
72621301	Quadra 306 Conjunto 1		Recanto das Emas
72621302	Quadra 306 Conjunto 1-A		Recanto das Emas
72621303	Quadra 306 Conjunto 2		Recanto das Emas
72621304	Quadra 306 Conjunto 2-A		Recanto das Emas
72621305	Quadra 306 Conjunto 2-B		Recanto das Emas
72621306	Quadra 306 Conjunto 2-C		Recanto das Emas
72621307	Quadra 306 Conjunto 3		Recanto das Emas
72621308	Quadra 306 Conjunto 4		Recanto das Emas
72621309	Quadra 306 Conjunto 5		Recanto das Emas
72621310	Quadra 306 Conjunto 5-A		Recanto das Emas
72621311	Quadra 306 Conjunto 6		Recanto das Emas
72621312	Quadra 306 Conjunto 7		Recanto das Emas
72621313	Quadra 306 Conjunto 8		Recanto das Emas
72621314	Quadra 306 Conjunto 9		Recanto das Emas
72621315	Quadra 306 Conjunto 10		Recanto das Emas
72621316	Quadra 306 Conjunto 10-A		Recanto das Emas
72621317	Quadra 306 Conjunto 11		Recanto das Emas
72621318	Quadra 306 Conjunto 12		Recanto das Emas
72621319	Quadra 306 Conjunto 13		Recanto das Emas
72621320	Quadra 306 Conjunto 14		Recanto das Emas
72621321	Avenida Recanto Quadra 306		Recanto das Emas
72621322	Quadra 306 Área Especial 1		Recanto das Emas
72621400	Quadra 307		Recanto das Emas
72621401	Quadra 307 Conjunto 1		Recanto das Emas
72621402	Quadra 307 Conjunto 2		Recanto das Emas
72621403	Quadra 307 Conjunto 3		Recanto das Emas
72621404	Quadra 307 Conjunto 4		Recanto das Emas
72621405	Quadra 307 Conjunto 5		Recanto das Emas
72621406	Quadra 307 Conjunto 6		Recanto das Emas
72621407	Quadra 307 Conjunto 7		Recanto das Emas
72621408	Quadra 307 Conjunto 8		Recanto das Emas
72621409	Quadra 307 Conjunto 8-A		Recanto das Emas
72621410	Quadra 307 Conjunto 9		Recanto das Emas
72621411	Quadra 307 Conjunto 10		Recanto das Emas
72621412	Quadra 307 Conjunto 11		Recanto das Emas
72621413	Quadra 307 Conjunto 12		Recanto das Emas
72621414	Quadra 307 Conjunto 13		Recanto das Emas
72621415	Quadra 307 Conjunto 14		Recanto das Emas
72621416	Quadra 307 Conjunto 15		Recanto das Emas
72621417	Quadra 307 Conjunto 16		Recanto das Emas
72621418	Quadra 307 Conjunto 17		Recanto das Emas
72621419	Quadra 307 Conjunto 18		Recanto das Emas
72621420	Quadra 307 Conjunto 19		Recanto das Emas
72621421	Quadra 307 Conjunto 20		Recanto das Emas
72621422	Quadra 307 Área Especial s/n		Recanto das Emas
72621423	Avenida Recanto Quadra 307		Recanto das Emas
72621424	Quadra 307 Área Especial 6		Recanto das Emas
72621425	Quadra 307 Área Especial 7		Recanto das Emas
72621426	Quadra 307 Área Especial 1		Recanto das Emas
72622100	Quadra 308		Recanto das Emas
72622101	Quadra 308 Conjunto 1		Recanto das Emas
72622102	Quadra 308 Conjunto 2		Recanto das Emas
72622103	Quadra 308 Conjunto 3		Recanto das Emas
72622104	Quadra 308 Conjunto 4		Recanto das Emas
72622105	Quadra 308 Conjunto 5		Recanto das Emas
72622106	Quadra 308 Conjunto 6		Recanto das Emas
72622107	Quadra 308 Conjunto 7		Recanto das Emas
72622108	Quadra 308 Conjunto 8		Recanto das Emas
72622109	Quadra 308 Conjunto 9		Recanto das Emas
72622110	Quadra 308 Conjunto 10		Recanto das Emas
72622111	Quadra 308 Conjunto 11		Recanto das Emas
72622112	Quadra 308 Conjunto 12		Recanto das Emas
72622113	Quadra 308 Conjunto 13		Recanto das Emas
72622114	Quadra 308 Conjunto 14		Recanto das Emas
72622115	Quadra 308 Conjunto 15		Recanto das Emas
72622116	Quadra 308 Conjunto 16		Recanto das Emas
72622117	Quadra 308 Conjunto 17		Recanto das Emas
72622118	Quadra 308 Conjunto 18		Recanto das Emas
72622119	Quadra 308 Conjunto 18-A		Recanto das Emas
72622120	Avenida Recanto Quadra 308		Recanto das Emas
72622121	Quadra 308 Área Especial 1		Recanto das Emas
72622122	Avenida DMonjolo Quadra 308		Recanto das Emas
72622123	Avenida DMonjolo Quadra 308 Comércio Local s/n		Recanto das Emas
72622200	Quadra 309		Recanto das Emas
72622201	Quadra 309 Conjunto 1		Recanto das Emas
72622202	Quadra 309 Conjunto 2		Recanto das Emas
72622203	Quadra 309 Conjunto 3		Recanto das Emas
72622204	Quadra 309 Conjunto 3-A		Recanto das Emas
72622205	Quadra 309 Conjunto 4		Recanto das Emas
72622206	Quadra 309 Conjunto 4-A		Recanto das Emas
72622207	Quadra 309 Conjunto 5		Recanto das Emas
72622208	Quadra 309 Conjunto 6		Recanto das Emas
72622209	Quadra 309 Conjunto 7		Recanto das Emas
72622210	Quadra 309 Conjunto 8		Recanto das Emas
72622211	Quadra 309 Conjunto 9		Recanto das Emas
72622212	Quadra 309 Conjunto 10		Recanto das Emas
72622213	Quadra 309 Conjunto 11		Recanto das Emas
72622214	Quadra 309 Conjunto 12		Recanto das Emas
72622215	Quadra 309 Conjunto 13		Recanto das Emas
72622216	Quadra 309 Conjunto 14		Recanto das Emas
72622217	Quadra 309 Conjunto 14-A		Recanto das Emas
72622218	Quadra 309 Conjunto 15		Recanto das Emas
72622219	Quadra 309 Conjunto 16		Recanto das Emas
72622220	Avenida Recanto Quadra 309		Recanto das Emas
72622221	Quadra 309 Área Especial 7		Recanto das Emas
72622222	Avenida DMonjolo Quadra 309		Recanto das Emas
72622223	Quadra 309 Área Especial 1		Recanto das Emas
72622225	Avenida DMonjolo Quadra 309 Comércio Local s/n		Recanto das Emas
72622300	Quadra 310		Recanto das Emas
72622301	Quadra 310 Conjunto 1		Recanto das Emas
72622302	Quadra 310 Conjunto 1-A		Recanto das Emas
72622303	Quadra 310 Conjunto 2		Recanto das Emas
72622304	Quadra 310 Conjunto 3		Recanto das Emas
72622305	Quadra 310 Conjunto 4		Recanto das Emas
72622306	Quadra 310 Conjunto 5		Recanto das Emas
72622307	Quadra 310 Conjunto 6		Recanto das Emas
72622308	Quadra 310 Conjunto 7		Recanto das Emas
72622309	Quadra 310 Conjunto 7-A		Recanto das Emas
72622310	Quadra 310 Conjunto 8		Recanto das Emas
72622311	Quadra 310 Conjunto 8-A		Recanto das Emas
72622312	Quadra 310 Conjunto 9		Recanto das Emas
72622313	Quadra 310 Conjunto 9-A		Recanto das Emas
72622314	Quadra 310 Conjunto 9-B		Recanto das Emas
72622315	Quadra 310 Conjunto 9-C		Recanto das Emas
72622316	Quadra 310 Conjunto 10		Recanto das Emas
72622317	Quadra 310 Conjunto 11		Recanto das Emas
72622318	Quadra 310 Conjunto 12		Recanto das Emas
72622319	Quadra 310 Conjunto 13		Recanto das Emas
72622320	Avenida Recanto Quadra 310		Recanto das Emas
72622321	Avenida DMonjolo Quadra 310		Recanto das Emas
72622322	Quadra 310 Área Especial 1		Recanto das Emas
72622323	Quadra 310 Área Especial 2		Recanto das Emas
72622325	Avenida DMonjolo Quadra 310 Comércio Local s/n		Recanto das Emas
72622400	Quadra 311		Recanto das Emas
72622401	Quadra 311 Conjunto 1		Recanto das Emas
72622402	Quadra 311 Conjunto 2		Recanto das Emas
72622403	Quadra 311 Conjunto 3		Recanto das Emas
72622404	Quadra 311 Conjunto 4		Recanto das Emas
72622405	Quadra 311 Conjunto 5		Recanto das Emas
72622406	Quadra 311 Conjunto 5-A		Recanto das Emas
72622407	Quadra 311 Conjunto 6		Recanto das Emas
72622408	Quadra 311 Conjunto 7		Recanto das Emas
72622409	Quadra 311 Conjunto 8		Recanto das Emas
