CEP	descricao	complemento	descricao_bairro
70002900	SBN Quadra 1 Bloco A		Asa Norte
70002901	SBN Quadra 1 Bloco A 19º Andar		Asa Norte
70002903	SBN Quadra 1 Bloco A 20º andar		Asa Norte
70002904	SBN Quadra 1 Bloco A 10º andar		Asa Norte
70002905	SBN Quadra 1 Bloco A 7º andar		Asa Norte
70002906	SBN Quadra 1 Bloco A 12º Andar Ala Norte		Asa Norte
70003902	SBN Quadra 1 Bloco A		Asa Norte
70037900	SAUS Quadra 6 Bloco A		Asa Sul
70040010	SBN Quadra 1		Asa Norte
70040020	SBN Quadra 2		Asa Norte
70040023	SBN Quadra 2 Bloco C		Asa Norte
70040025	SBN Quadra 2 Bloco E		Asa Norte
70040031	SBN Quadra 2 Bloco L		Asa Norte
70040035	SBN Quadra 2 Bloco P		Asa Norte
70040100	Galeria Oeste		Asa Norte
70040210	SAUN Quadra 1		Asa Norte
70040220	SAUN Quadra 2		Asa Norte
70040230	SAUN Quadra 3		Asa Norte
70040240	SAUN Quadra 4		Asa Norte
70040250	SAUN Quadra 5		Asa Norte
70040252	SAUN Quadra 5 Lote B		Asa Norte
70040901	SAUN Quadra 1 Bloco D		Asa Norte
70040902	SAUN Quadra 3 Bloco A		Asa Norte
70040903	SBN Quadra 1 Bloco C		Asa Norte
70040904	SBN Quadra 2 Bloco H		Asa Norte
70040905	SBN Quadra 2 Bloco J		Asa Norte
70040906	Esplanada dos Ministérios Bloco K		Zona Cívico-Administrativa
70040907	SBN Quadra 1 Bloco H		Asa Norte
70040908	SBN Quadra 1 Bloco F		Asa Norte
70040909	SBN Quadra 2 Bloco A		Asa Norte
70040910	SBN Quadra 2 Bloco D Loja 10		Asa Norte
70040911	SBN Quadra 2 Bloco F		Asa Norte
70040912	SAUN Quadra 5 Lote B Torre I		Asa Norte
70040913	SBN Quadra 1 Bloco I		Asa Norte
70040976	SBN Quadra 1 Bloco A Térreo		Asa Norte
70040977	SBN Quadra 1 Bloco A Térreo		Asa Norte
70040999	SBN Quadra 1 Bloco A Térreo		Asa Norte
70041900	SBN Quadra 2 Bloco G		Asa Norte
70041901	SBN Quadra 2 Bloco K		Asa Norte
70041902	SBN Quadra 1 Bloco B Lote 14		Asa Norte
70041903	SAUN Quadra 1 Bloco B		Asa Norte
70041904	SAUN Quadra 1 Bloco E		Asa Norte
70041905	SCTN Lote Único		Zona Cívico-Administrativa
70041906	SBN Quadra 2 Bloco F Lote 12		Asa Norte
70041907	SBN Quadra 2 Lote 11		Asa Norte
70042900	SAFS Quadra 4 Lote 1		Zona Cívico-Administrativa
70043900	Esplanada dos Ministérios Bloco D		Zona Cívico-Administrativa
70044900	Esplanada dos Ministérios Bloco R		Zona Cívico-Administrativa
70044902	Esplanada dos Ministérios Bloco R		Zona Cívico-Administrativa
70045900	Esplanada dos Ministérios Bloco M		Zona Cívico-Administrativa
70046900	Esplanada dos Ministérios Bloco C		Zona Cívico-Administrativa
70047900	Esplanada dos Ministérios Bloco L		Zona Cívico-Administrativa
70048900	Esplanada dos Ministérios Bloco P		Zona Cívico-Administrativa
70049900	Esplanada dos Ministérios Bloco Q		Zona Cívico-Administrativa
70049970	Praça dos Três Poderes Anexo III		Zona Cívico-Administrativa
70049971	Praça dos Três Poderes Anexo II		Zona Cívico-Administrativa
70049972	Praça dos Três Poderes Subsolo Garagem		Zona Cívico-Administrativa
70050000	Esplanada dos Ministérios		Zona Cívico-Administrativa
70050115	Setor SGMN Bloco C	(Via N3)	Zona Cívico-Administrativa
70050150	Setor SGMN Projeção L	(Via N3)	Zona Cívico-Administrativa
70050900	SAFS Quadra 4 Lote 03		Zona Cívico-Administrativa
70050901	Esplanada dos Ministérios Bloco A		Zona Cívico-Administrativa
70050902	Esplanada dos Ministérios Bloco A 8º Andar		Zona Cívico-Administrativa
70050903	Esplanada dos Ministérios Bloco A 6º Andar		Zona Cívico-Administrativa
70050904	Esplanada dos Ministérios Bloco A 1º andar		Zona Cívico-Administrativa
70050907	Esplanada dos Ministérios Bloco A 5º Andar		Zona Cívico-Administrativa
70050970	Esplanada dos Ministérios Bloco R Sala 118		Zona Cívico-Administrativa
70050973	Esplanada dos Ministérios Bloco H, Térreo		Zona Cívico-Administrativa
70052900	Esplanada dos Ministérios Bloco O		Zona Cívico-Administrativa
70053900	Esplanada dos Ministérios Bloco J		Zona Cívico-Administrativa
70053901	Esplanada dos Ministérios Lote Único		Zona Cívico-Administrativa
70054906	Esplanada dos Ministérios Bloco A		Zona Cívico-Administrativa
70055900	Esplanada dos Ministérios Bloco N		Zona Cívico-Administrativa
70056900	Esplanada dos Ministérios Bloco F		Zona Cívico-Administrativa
70057900	SBN Quadra 1 Bloco D		Asa Norte
70058900	Esplanada dos Ministérios Bloco G		Zona Cívico-Administrativa
70059900	Esplanada dos Ministérios Bloco F		Zona Cívico-Administrativa
70062900	Esplanada dos Ministérios Bloco E		Zona Cívico-Administrativa
70064900	Esplanada dos Ministérios Bloco T		Zona Cívico-Administrativa
70065900	Esplanada dos Ministérios Bloco U		Zona Cívico-Administrativa
70067900	Esplanada dos Ministérios Bloco E		Zona Cívico-Administrativa
70067901	Esplanada dos Ministérios Bloco E 6º Andar		Zona Cívico-Administrativa
70068900	Esplanada dos Ministérios Bloco B		Zona Cívico-Administrativa
70068901	Esplanada dos Ministérios Bloco B		Zona Cívico-Administrativa
70070010	SAUS Quadra 1		Asa Sul
70070020	SAUS Quadra 2		Asa Sul
70070030	SAUS Quadra 3		Asa Sul
70070040	SAUS Quadra 4		Asa Sul
70070050	SAUS Quadra 5		Asa Sul
70070060	SAUS Quadra 6		Asa Sul
70070080	Praça dos Tribunais Superiores		Asa Sul
70070110	SBS Quadra 1		Asa Sul
70070120	SBS Quadra 2		Asa Sul
70070130	SBS Quadra 3		Asa Sul
70070140	SBS Quadra 4		Asa Sul
70070150	SCTS		Zona Cívico-Administrativa
70070200	SCTN	(Setor Cultural Norte)	Zona Cívico-Administrativa
70070300	Esplanada da Torre		Zona Cívico-Administrativa
70070350	SDC	(Setor de Difusão Cultural)	Zona Cívico-Administrativa
70070500	Praça do Buriti		Zona Cívico-Administrativa
70070550	Praça Municipal		Zona Cívico-Administrativa
70070600	SAFS Quadra	(Setor de Administração Federal Sul)	Zona Cívico-Administrativa
70070700	SRPN - Centro Poliesportivo Ayrton Senna		Asa Norte
70070701	SRPN - Estádio Mané Garrincha		Asa Norte
70070705	Setor SRPN - Ginásio de Esportes Nilson Nelson		Asa Norte
70070707	SRPN - Centro Aquático Ginásio Claudio Coutinho		Asa Norte
70070710	SRPN - Autódromo Internacional Nelson Piquet		Asa Norte
70070730	SRPN - Camping		Asa Norte
70070750	Setor SRPN Conjunto 1		Asa Norte
70070770	Setor SRPN Conjunto 2		Asa Norte
70070778	Setor SRPN Conjunto 2 Bloco 2-D		Asa Norte
70070900	Praça dos Tribunais Superiores Bloco A		Asa Sul
70070901	SAUS Quadra 4 Bloco D Lote 7		Asa Sul
70070902	SBS Quadra 2 Bloco B Lote 18		Asa Sul
70070903	SBS Quadra 2 Bloco D Lote 16		Asa Sul
70070904	SBS Quadra 2 Bloco S Lote 1		Asa Sul
70070905	SAUS Quadra 1 Bloco A		Asa Sul
70070906	SAUS Quadra 2 Bloco E Edifício Siderbrás		Asa Sul
70070908	SAUS Quadra 4 Bloco B Lote 7A		Asa Sul
70070910	SAUS Quadra 5 Bloco F		Asa Sul
70070911	SAUS Quadra 5 Bloco E Lote 8		Asa Sul
70070912	SAUS Quadra 5 Bloco H Lote 6		Asa Sul
70070913	SAUS Quadra 5 Bloco N Lote 2		Asa Sul
70070914	SAUS Quadra 5 Bloco H		Asa Sul
70070915	SAUS Quadra 6 Bloco K		Asa Sul
70070916	SAUS Quadra 6 Bloco J		Asa Sul
70070917	SAUS Quadra 6 Bloco O		Asa Sul
70070918	SAUS Quadra 5 Lote 4/5		Asa Sul
70070919	SAUS Quadra 2 Lote 1-A		Asa Sul
70070920	SAUS Quadra 5 Bloco J Lote 3		Asa Sul
70070921	SAUS Quadra 5 Bloco I Lotes 5/3a		Asa Sul
70070922	SAUS Quadra 4 Bloco L		Asa Sul
70070923	SAUS Quadra 4 Bloco N		Asa Sul
70070924	SAUS Quadra 4 Bloco K		Asa Sul
70070925	SAUS Quadra 3 Bloco J		Asa Sul
70070926	SAUS Quadra 4 Bloco O Lote 7J		Asa Sul
70070927	SBS Quadra 1 Bloco L		Asa Sul
70070928	SBS Quadra 2 Bloco L		Asa Sul
70070929	SBS Quadra 2 Bloco F		Asa Sul
70070930	SBS Quadra 4 Lote 03/04		Asa Sul
70070931	SAUS Quadra 1 Bloco E e F		Asa Sul
70070932	SAUS Quadra 1 Bloco L		Asa Sul
70070933	SAUS Quadra 2 Bloco G Lote 8		Asa Sul
70070934	SAUS Quadra 3 Bloco C Lotes 2/3		Asa Sul
70070935	SAUS Quadra 1 Bloco M Lote 4		Asa Sul
70070936	SAUS Quadra 4 Bloco I Lote 3-A		Asa Sul
70070937	SAUS Quadra 5 Blocos K Lote 4		Asa Sul
70070938	SAUS Quadra 4 Lote 9/10		Asa Sul
70070939	SAUS Quadra 5 Bloco M Lote 1		Asa Sul
70070940	SAUS Quadra 6 Blocos C,E,F e H		Asa Sul
70070941	SAUS Quadra 1 Bloco N Lote 1		Asa Sul
70070942	SAUS Quadra 4 Bloco N		Asa Sul
70070943	SAFS Quadra 8 Lote 1		Zona Cívico-Administrativa
70070944	SAUS Quadra 1 Bloco J		Asa Sul
70070945	SBS Quadra 2 Lote 11		Asa Sul
70070946	SAUS Quadra 2 Bloco O		Asa Sul
70070970	SAFS Quadra 1 Lote 01		Zona Cívico-Administrativa
70070971	Praça dos Tribunais Superiores Bloco D		Asa Sul
70070972	SBS Quadra 3 Bloco B 2º Subsolo		Asa Sul
70070973	SAFS Quadra 6 Lote 1 Trecho III Térreo		Zona Cívico-Administrativa
70070974	SBS Quadra 1 Bloco A Lote 31 Térreo s/n		Asa Sul
70071110	SAIN Lote 1		Asa Norte
70071115	SAIN Lote 2		Asa Norte
70071120	SAIN Lote 3		Asa Norte
70071125	SAIN Lote 4		Asa Norte
70071900	SAIN Lote 4		Asa Norte
70072900	SBS Quadra 1 Bloco E Lote 24		Asa Sul
70073900	SBS Quadra 1 Bloco A Lote 31		Asa Sul
70073901	SBS Quadra 1 Bloco G Lote 32		Asa Sul
70073902	SBS Quadra 2 Bloco H Lote 8		Asa Sul
70074900	SBS Quadra 3 Bloco B		Asa Sul
70075900	Praça do Buriti		Zona Cívico-Administrativa
70075901	Praça do Buriti		Zona Cívico-Administrativa
70076900	SBS Quadra 1 Bloco J Lote 30		Asa Sul
70077000	SDN	(Setor de Diversões Norte)	Asa Norte
70077900	SDN Lote Único		Asa Norte
70078900	SBS Quadra 2 Bloco A Lote 19		Asa Sul
70079900	SAUS Quadra 3 Bloco O		Asa Sul
70083900	Praça dos Três Poderes Anexo II		Zona Cívico-Administrativa
70089000	Estação Rodoviária de Brasília		Zona Cívico-Administrativa
70089970	Estação Rodoviária de Brasília Mezanino Loja 21		Zona Cívico-Administrativa
70091900	Praça do Buriti Bloco A		Zona Cívico-Administrativa
70092900	SBS Quadra 4 Bloco A Lotes 3/4		Asa Sul
70093900	SBS Quadra 1 Bloco K Lote 29		Asa Sul
70094900	Praça Municipal Lote 1 Bloco B		Zona Cívico-Administrativa
70094901	Praça do Buriti Bloco D		Zona Cívico-Administrativa
70094902	Praça Municipal Quadra 2		Zona Cívico-Administrativa
70094970	Praça Municipal 5 Quadra 2		Zona Cívico-Administrativa
70094971	Praça Municipal Lote 1 Bloco B		Zona Cívico-Administrativa
70095900	SAFS Quadra 6 Lote 1		Zona Cívico-Administrativa
70095901	SAFS Quadra 7 Lotes 1 e 2		Zona Cívico-Administrativa
70097900	Praça dos Tribunais Superiores Bloco D		Asa Sul
70098900	Praça dos Tribunais Superiores Bloco B		Asa Sul
70100000	Praça dos Três Poderes		Zona Cívico-Administrativa
70100901	Praça dos Três Poderes Anexo III		Zona Cívico-Administrativa
70100902	Praça dos Três Poderes Lote M		Zona Cívico-Administrativa
70100970	Praça dos Três Poderes Anexo IV Térreo		Zona Cívico-Administrativa
70150000	SPP		Zona Cívico-Administrativa
70150900	Praça dos Três Poderes		Zona Cívico-Administrativa
70150901	Praça dos Três Poderes Anexo IV		Zona Cívico-Administrativa
70150902	Praça dos Três Poderes		Zona Cívico-Administrativa
70150903	SPP		Zona Cívico-Administrativa
70150904	Praça dos Três Poderes 4º Andar		Zona Cívico-Administrativa
70150905	Praça dos Três Poderes 4º Andar		Zona Cívico-Administrativa
70150906	Praça dos Três Poderes		Zona Cívico-Administrativa
70150907	SPP		Zona Cívico-Administrativa
70150908	SPP		Zona Cívico-Administrativa
70160900	Praça dos Três Poderes		Zona Cívico-Administrativa
70165900	Praça dos Três Poderes		Zona Cívico-Administrativa
70170900	Esplanada dos Ministérios Bloco H		Zona Cívico-Administrativa
70175900	Praça dos Três Poderes Lote Único		Zona Cívico-Administrativa
70175901	Praça dos Três Poderes Térreo Anexo II do STF		Zona Cívico-Administrativa
70200001	SCES Trecho 1		Asa Sul
70200002	SCES Trecho 2		Asa Sul
70200003	SCES Trecho 3		Asa Sul
70200004	SCES Trecho 4		Asa Sul
70200010	SES 801		Asa Sul
70200012	SES 801 Conjunto A		Asa Sul
70200014	SES 801 Conjunto B		Asa Sul
70200030	SES 803		Asa Sul
70200050	SES 805		Asa Sul
70200070	SES 807		Asa Sul
70200090	SES 809		Asa Sul
70200110	SES 811		Asa Sul
70200130	SES 813		Asa Sul
70200150	SES 815		Asa Sul
70200610	SGAS 601		Asa Sul
70200620	SGAS 602		Asa Sul
70200630	SGAS 603		Asa Sul
70200640	SGAS 604		Asa Sul
70200645	SGAS 604/605		Asa Sul
70200650	SGAS 605		Asa Sul
70200660	SGAS 606		Asa Sul
70200670	SGAS 607		Asa Sul
70200680	SGAS 608		Asa Sul
70200685	SGAS 608/609		Asa Sul
70200690	SGAS 609		Asa Sul
70200695	SGAS 609/610		Asa Sul
70200700	SGAS 610		Asa Sul
70200710	SGAS 611		Asa Sul
70200715	SGAS 611/612		Asa Sul
70200720	SGAS 612		Asa Sul
70200730	SGAS 613		Asa Sul
70200740	SGAS 614		Asa Sul
70200750	SGAS 615		Asa Sul
70200760	SGAS 616		Asa Sul
70200900	SES 807 Lote 26		Asa Sul
70200901	SES 805 Lote 21A Via L3 Sul		Asa Sul
70200902	SES 805 Lote 21B Avenida das Nações		Asa Sul
70200903	SGAS 613 Conjunto E Bloco A		Asa Sul
70200904	SGAS 605 Conjunto A		Asa Sul
70200905	SES 803 Lote 12 Avenida das Nações		Asa Sul
70203900	SGAS 608 Lote Único		Asa Sul
70210000	Vila da Telebrasília		Vila da Telebrasília
70210010	Rua 1		Vila da Telebrasília
70210015	Rua 2		Vila da Telebrasília
70210025	Rua 4		Vila da Telebrasília
70210030	Rua 5		Vila da Telebrasília
70210035	Rua 6		Vila da Telebrasília
70210040	Rua 7		Vila da Telebrasília
70210050	Rua 8		Vila da Telebrasília
70210055	Rua 9		Vila da Telebrasília
70210060	Rua 10		Vila da Telebrasília
70210065	Rua 11		Vila da Telebrasília
70210080	Rua 13		Vila da Telebrasília
70210085	Rua 14		Vila da Telebrasília
70210090	Rua 15		Vila da Telebrasília
70210095	Rua 16		Vila da Telebrasília
70210100	Rua 17		Vila da Telebrasília
70210110	Rua 18		Vila da Telebrasília
70210115	Rua 19		Vila da Telebrasília
70210120	Rua 20		Vila da Telebrasília
70210125	Rua 21		Vila da Telebrasília
70210130	Rua 22		Vila da Telebrasília
70210135	Rua 23		Vila da Telebrasília
70210140	Rua 24		Vila da Telebrasília
70210145	Rua 25		Vila da Telebrasília
70210150	Rua 26		Vila da Telebrasília
70210155	Rua 27		Vila da Telebrasília
70210160	Rua 28		Vila da Telebrasília
70210165	Rua 29		Vila da Telebrasília
70210175	Rua 30		Vila da Telebrasília
70210550	Acampamento Saturnino de Brito		Asa Sul
70232000	SQS 202		Asa Sul
70232010	SQS 202 Bloco A		Asa Sul
70232020	SQS 202 Bloco B		Asa Sul
70232030	SQS 202 Bloco C		Asa Sul
70232040	SQS 202 Bloco D		Asa Sul
70232050	SQS 202 Bloco E		Asa Sul
70232060	SQS 202 Bloco F		Asa Sul
70232070	SQS 202 Bloco G		Asa Sul
70232080	SQS 202 Bloco H		Asa Sul
70232090	SQS 202 Bloco I		Asa Sul
70232100	SQS 202 Bloco J		Asa Sul
70232110	SQS 202 Bloco K		Asa Sul
70232120	SQS 202 Bloco L		Asa Sul
70232400	EQS 202/203		Asa Sul
70232500	CLS 202		Asa Sul
70232510	CLS 201 Bloco A		Asa Sul
70232515	CLS 202 Bloco A		Asa Sul
70232520	CLS 201 Bloco B		Asa Sul
70232525	CLS 202 Bloco B		Asa Sul
70232530	CLS 201 Bloco C		Asa Sul
70232535	CLS 202 Bloco C		Asa Sul
70232540	CLS 201 Bloco D		Asa Sul
70232545	CLS 202 Bloco D		Asa Sul
70232550	CLS 201		Asa Sul
70233000	SQS 203		Asa Sul
70233010	SQS 203 Bloco A		Asa Sul
70233020	SQS 203 Bloco B		Asa Sul
70233030	SQS 203 Bloco C		Asa Sul
70233040	SQS 203 Bloco D		Asa Sul
70233050	SQS 203 Bloco E		Asa Sul
70233060	SQS 203 Bloco F		Asa Sul
70233070	SQS 203 Bloco G		Asa Sul
70233080	SQS 203 Bloco H		Asa Sul
70233090	SQS 203 Bloco I		Asa Sul
70233100	SQS 203 Bloco J		Asa Sul
70233110	SQS 203 Bloco K		Asa Sul
70233500	CLS 203		Asa Sul
70233510	CLS 203 Bloco A		Asa Sul
70233520	CLS 203 Bloco B		Asa Sul
70233530	CLS 203 Bloco C		Asa Sul
70233540	CLS 203 Bloco D		Asa Sul
70234000	SQS 204		Asa Sul
70234010	SQS 204 Bloco A		Asa Sul
70234020	SQS 204 Bloco B		Asa Sul
70234030	SQS 204 Bloco C		Asa Sul
70234040	SQS 204 Bloco D		Asa Sul
70234050	SQS 204 Bloco E		Asa Sul
70234060	SQS 204 Bloco F		Asa Sul
70234070	SQS 204 Bloco G		Asa Sul
70234080	SQS 204 Bloco H		Asa Sul
70234090	SQS 204 Bloco I		Asa Sul
70234100	SQS 204 Bloco J		Asa Sul
70234110	SQS 204 Bloco K		Asa Sul
70234400	EQS 204/205		Asa Sul
70234450	EQS 204/404		Asa Sul
70234500	CLS 204		Asa Sul
70234510	CLS 204 Bloco A		Asa Sul
70234520	CLS 204 Bloco B		Asa Sul
70234530	CLS 204 Bloco C		Asa Sul
70234540	CLS 204 Bloco D		Asa Sul
70235000	SQS 205		Asa Sul
70235010	SQS 205 Bloco A		Asa Sul
70235020	SQS 205 Bloco B		Asa Sul
70235030	SQS 205 Bloco C		Asa Sul
70235040	SQS 205 Bloco D		Asa Sul
70235050	SQS 205 Bloco E		Asa Sul
70235060	SQS 205 Bloco F		Asa Sul
70235070	SQS 205 Bloco G		Asa Sul
70235080	SQS 205 Bloco H		Asa Sul
70235090	SQS 205 Bloco I		Asa Sul
70235100	SQS 205 Bloco J		Asa Sul
70235110	SQS 205 Bloco K		Asa Sul
70235500	CLS 205		Asa Sul
70235510	CLS 205 Bloco A		Asa Sul
70235520	CLS 205 Bloco B		Asa Sul
70235530	CLS 205 Bloco C		Asa Sul
70235540	CLS 205 Bloco D		Asa Sul
70236000	SQS 402		Asa Sul
70236010	SQS 402 Bloco A		Asa Sul
70236020	SQS 402 Bloco B		Asa Sul
70236030	SQS 402 Bloco C		Asa Sul
70236040	SQS 402 Bloco D		Asa Sul
70236050	SQS 402 Bloco E		Asa Sul
70236060	SQS 402 Bloco F		Asa Sul
70236070	SQS 402 Bloco G		Asa Sul
70236080	SQS 402 Bloco H		Asa Sul
70236090	SQS 402 Bloco I		Asa Sul
70236100	SQS 402 Bloco J		Asa Sul
70236110	SQS 402 Bloco K		Asa Sul
70236120	SQS 402 Bloco L		Asa Sul
70236130	SQS 402 Bloco M		Asa Sul
70236140	SQS 402 Bloco N		Asa Sul
70236150	SQS 402 Bloco O		Asa Sul
70236160	SQS 402 Bloco P		Asa Sul
70236170	SQS 402 Bloco Q		Asa Sul
70236180	SQS 402 Bloco R		Asa Sul
70236190	SQS 402 Bloco S		Asa Sul
70236200	SQS 402 Bloco T		Asa Sul
70236400	EQS 402/403		Asa Sul
70236500	CLS 402		Asa Sul
70236510	CLS 402 Bloco A		Asa Sul
70236520	CLS 402 Bloco B		Asa Sul
70236530	CLS 402 Bloco C		Asa Sul
70236540	CLS 402 Bloco D		Asa Sul
70237000	SQS 403		Asa Sul
70237010	SQS 403 Bloco A		Asa Sul
70237020	SQS 403 Bloco B		Asa Sul
70237030	SQS 403 Bloco C		Asa Sul
70237040	SQS 403 Bloco D		Asa Sul
70237050	SQS 403 Bloco E		Asa Sul
70237060	SQS 403 Bloco F		Asa Sul
70237070	SQS 403 Bloco G		Asa Sul
70237080	SQS 403 Bloco H		Asa Sul
70237090	SQS 403 Bloco I		Asa Sul
70237100	SQS 403 Bloco J		Asa Sul
70237110	SQS 403 Bloco K		Asa Sul
70237120	SQS 403 Bloco L		Asa Sul
70237130	SQS 403 Bloco M		Asa Sul
70237140	SQS 403 Bloco N		Asa Sul
70237150	SQS 403 Bloco O		Asa Sul
70237160	SQS 403 Bloco P		Asa Sul
70237170	SQS 403 Bloco Q		Asa Sul
70237180	SQS 403 Bloco R		Asa Sul
70237190	SQS 403 Bloco S		Asa Sul
70237400	EQS 403/404		Asa Sul
70237500	CLS 403		Asa Sul
70237510	CLS 403 Bloco A		Asa Sul
70237520	CLS 403 Bloco B		Asa Sul
70237530	CLS 403 Bloco C		Asa Sul
70237540	CLS 403 Bloco D		Asa Sul
70238000	SQS 404		Asa Sul
70238010	SQS 404 Bloco A		Asa Sul
70238020	SQS 404 Bloco B		Asa Sul
70238030	SQS 404 Bloco C		Asa Sul
70238040	SQS 404 Bloco D		Asa Sul
70238050	SQS 404 Bloco E		Asa Sul
70238060	SQS 404 Bloco F		Asa Sul
70238070	SQS 404 Bloco G		Asa Sul
70238080	SQS 404 Bloco H		Asa Sul
70238090	SQS 404 Bloco I		Asa Sul
70238100	SQS 404 Bloco J		Asa Sul
70238110	SQS 404 Bloco K		Asa Sul
70238120	SQS 404 Bloco L		Asa Sul
70238130	SQS 404 Bloco M		Asa Sul
70238140	SQS 404 Bloco N		Asa Sul
70238150	SQS 404 Bloco O		Asa Sul
70238160	SQS 404 Bloco P		Asa Sul
70238170	SQS 404 Bloco Q		Asa Sul
70238180	SQS 404 Bloco R		Asa Sul
70238190	SQS 404 Bloco S		Asa Sul
70238200	SQS 404 Bloco T		Asa Sul
70238400	EQS 404/405		Asa Sul
70238500	CLS 404		Asa Sul
70238510	CLS 404 Bloco A		Asa Sul
70238520	CLS 404 Bloco B		Asa Sul
70238530	CLS 404 Bloco C		Asa Sul
70238540	CLS 404 Bloco D		Asa Sul
70239000	SQS 405		Asa Sul
70239010	SQS 405 Bloco A		Asa Sul
70239020	SQS 405 Bloco B		Asa Sul
70239030	SQS 405 Bloco C		Asa Sul
70239040	SQS 405 Bloco D		Asa Sul
70239050	SQS 405 Bloco E		Asa Sul
70239060	SQS 405 Bloco F		Asa Sul
70239070	SQS 405 Bloco G		Asa Sul
70239080	SQS 405 Bloco H		Asa Sul
70239090	SQS 405 Bloco I		Asa Sul
70239100	SQS 405 Bloco J		Asa Sul
70239110	SQS 405 Bloco K		Asa Sul
70239120	SQS 405 Bloco L		Asa Sul
70239130	SQS 405 Bloco M		Asa Sul
70239140	SQS 405 Bloco N		Asa Sul
70239150	SQS 405 Bloco O		Asa Sul
70239160	SQS 405 Bloco P		Asa Sul
70239170	SQS 405 Bloco Q		Asa Sul
70239180	SQS 405 Bloco R		Asa Sul
70239190	SQS 405 Bloco S		Asa Sul
70239200	SQS 405 Bloco T		Asa Sul
70239210	SQS 405 Bloco U		Asa Sul
70239220	SQS 405 Bloco V		Asa Sul
70239400	EQS 405/406		Asa Sul
70239500	CLS 405		Asa Sul
70239510	CLS 405 Bloco A		Asa Sul
70239520	CLS 405 Bloco B		Asa Sul
70239530	CLS 405 Bloco C		Asa Sul
70252000	SQS 206		Asa Sul
70252010	SQS 206 Bloco A		Asa Sul
70252020	SQS 206 Bloco B		Asa Sul
70252030	SQS 206 Bloco C		Asa Sul
70252040	SQS 206 Bloco D		Asa Sul
70252050	SQS 206 Bloco E		Asa Sul
70252060	SQS 206 Bloco F		Asa Sul
70252070	SQS 206 Bloco G		Asa Sul
70252080	SQS 206 Bloco H		Asa Sul
70252090	SQS 206 Bloco I		Asa Sul
70252100	SQS 206 Bloco J		Asa Sul
70252110	SQS 206 Bloco K		Asa Sul
70252400	EQS 206/207		Asa Sul
70252500	CLS 206		Asa Sul
70252510	CLS 206 Bloco A		Asa Sul
70252520	CLS 206 Bloco B		Asa Sul
70252530	CLS 206 Bloco C		Asa Sul
70252540	CLS 206 Bloco D		Asa Sul
70253000	SQS 207		Asa Sul
70253010	SQS 207 Bloco A		Asa Sul
70253020	SQS 207 Bloco B		Asa Sul
70253030	SQS 207 Bloco C		Asa Sul
70253040	SQS 207 Bloco D		Asa Sul
70253050	SQS 207 Bloco E		Asa Sul
70253060	SQS 207 Bloco F		Asa Sul
70253070	SQS 207 Bloco G		Asa Sul
70253080	SQS 207 Bloco H		Asa Sul
70253090	SQS 207 Bloco I		Asa Sul
70253100	SQS 207 Bloco J		Asa Sul
70253110	SQS 207 Bloco K		Asa Sul
70253500	CLS 207		Asa Sul
70253510	CLS 207 Bloco A		Asa Sul
70253520	CLS 207 Bloco B		Asa Sul
70253530	CLS 207 Bloco C		Asa Sul
70253540	CLS 207 Bloco D		Asa Sul
70254000	SQS 208		Asa Sul
70254010	SQS 208 Bloco A		Asa Sul
70254020	SQS 208 Bloco B		Asa Sul
70254030	SQS 208 Bloco C		Asa Sul
70254040	SQS 208 Bloco D		Asa Sul
70254050	SQS 208 Bloco E		Asa Sul
70254060	SQS 208 Bloco F		Asa Sul
70254070	SQS 208 Bloco G		Asa Sul
70254080	SQS 208 Bloco H		Asa Sul
70254090	SQS 208 Bloco I		Asa Sul
70254100	SQS 208 Bloco J		Asa Sul
70254110	SQS 208 Bloco K		Asa Sul
70254400	EQS 208/209		Asa Sul
70254450	EQS 208/408		Asa Sul
70254500	CLS 208		Asa Sul
70254510	CLS 208 Bloco A		Asa Sul
70254520	CLS 208 Bloco B		Asa Sul
70254530	CLS 208 Bloco C		Asa Sul
70254540	CLS 208 Bloco D		Asa Sul
70254970	EQS 208/408 Lote Único		Asa Sul
70255000	SQS 406		Asa Sul
70255010	SQS 406 Bloco A		Asa Sul
70255020	SQS 406 Bloco B		Asa Sul
70255030	SQS 406 Bloco C		Asa Sul
70255040	SQS 406 Bloco D		Asa Sul
70255050	SQS 406 Bloco E		Asa Sul
70255060	SQS 406 Bloco F		Asa Sul
70255070	SQS 406 Bloco G		Asa Sul
70255080	SQS 406 Bloco H		Asa Sul
70255090	SQS 406 Bloco I		Asa Sul
70255100	SQS 406 Bloco J		Asa Sul
70255110	SQS 406 Bloco K		Asa Sul
70255120	SQS 406 Bloco L		Asa Sul
70255130	SQS 406 Bloco M		Asa Sul
70255140	SQS 406 Bloco N		Asa Sul
70255150	SQS 406 Bloco O		Asa Sul
70255160	SQS 406 Bloco P		Asa Sul
70255170	SQS 406 Bloco Q		Asa Sul
70255180	SQS 406 Bloco R		Asa Sul
70255190	SQS 406 Bloco S		Asa Sul
70255200	SQS 406 Bloco T		Asa Sul
70255210	SQS 406 Bloco U		Asa Sul
70255400	EQS 406/407		Asa Sul
70255500	CLS 406		Asa Sul
70255510	CLS 406 Bloco A		Asa Sul
70255520	CLS 406 Bloco B		Asa Sul
